match_id,team,player_id,player_name,period,zone,channel,metric_name,player_frame_count,occupation_share,team_density_share,avg_x_oriented,avg_y_oriented,confidence_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,1,defensive_third,right_channel,spatial_occupation,2164,0.015753,0.002849,-31.8415,19.2047,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,240529,J. Kuchta,1,middle_third,right_channel,spatial_occupation,2872,0.029926,0.003781,5.4873,18.4297,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,433957,M. Mattsson,1,attacking_third,right_channel,spatial_occupation,5093,0.046095,0.006705,44.6206,25.3528,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,1,middle_third,central_channel,spatial_occupation,14328,0.113742,0.018862,0.077,-4.7735,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,204164,J. Andersson,1,attacking_third,left_channel,spatial_occupation,3387,0.023381,0.004459,26.7852,-26.1708,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,96787,M. Elyounoussi,1,defensive_third,left_channel,spatial_occupation,3378,0.025808,0.004447,-28.8781,-22.078,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,68640,T. Delaney,1,defensive_third,left_channel,spatial_occupation,685,0.004729,0.000902,-31.7194,-19.0934,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,120721,K. Mbabu,1,attacking_third,right_channel,spatial_occupation,6734,0.046486,0.008865,31.0508,22.8166,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,1,middle_third,right_channel,spatial_occupation,4749,0.032783,0.006252,-6.2325,17.8476,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,1,defensive_third,central_channel,spatial_occupation,16801,0.133374,0.022118,-38.2877,-3.955,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,457214,G. Onugkha,1,middle_third,right_channel,spatial_occupation,5381,0.037146,0.007084,3.6197,19.9823,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,457214,G. Onugkha,1,attacking_third,right_channel,spatial_occupation,2095,0.014462,0.002758,28.2155,21.3795,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,1,defensive_third,right_channel,spatial_occupation,1468,0.010134,0.001933,-29.6358,17.28,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,1,defensive_third,central_channel,spatial_occupation,7032,0.051191,0.009257,-32.4231,3.1884,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,474838,E. Martinez,1,defensive_third,right_channel,spatial_occupation,1298,0.00896,0.001709,-28.7482,19.0394,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,475413,Gabriel Pereira,1,middle_third,right_channel,spatial_occupation,1180,0.008146,0.001553,-6.9115,17.1146,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,166965,L. Lerager,1,middle_third,right_channel,spatial_occupation,2520,0.017396,0.003317,-0.1693,15.563,high
