match_id,team,opponent,period,minute_bin,metric_name,metric_value,metric_unit,zone,channel,interpretation_label,insight_text,dashboard_section,recommended_chart_type,priority_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,30,box_entries,14,count,,,high,FCM produced 14.00 box entries in minute bin 30.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,30,shots,4,count,,,high,FCM produced 4.00 shots in minute bin 30.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,30,danger_entries,15,count,,,high,FCM produced 15.00 danger entries in minute bin 30.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,30,threat,1.1308,index,,,limited,FCM produced 1.13 threat in minute bin 30.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,30,final_third_entries,6,count,,,high,FCM produced 6.00 final third entries in minute bin 30.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,35,attacking_third_actions,18,count,,,high,FCM produced 18.00 attacking third actions in minute bin 35.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,35,box_entries,9,count,,,high,FCM produced 9.00 box entries in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,35,shots,4,count,,,high,FCM produced 4.00 shots in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,35,danger_entries,13,count,,,high,FCM produced 13.00 danger entries in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,35,threat,1.1538,index,,,dominant,FCM produced 1.15 threat in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,35,final_third_entries,10,count,,,high,FCM produced 10.00 final third entries in minute bin 35.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,35,attacking_third_actions,3,count,,,high,FCK produced 3.00 attacking third actions in minute bin 35.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,35,box_entries,4,count,,,high,FCK produced 4.00 box entries in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,35,shots,2,count,,,moderate,FCK produced 2.00 shots in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,35,danger_entries,9,count,,,high,FCK produced 9.00 danger entries in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,35,threat,0.7668,index,,,limited,FCK produced 0.77 threat in minute bin 35.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,35,final_third_entries,7,count,,,high,FCK produced 7.00 final third entries in minute bin 35.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,40,attacking_third_actions,29,count,,,high,FCM produced 29.00 attacking third actions in minute bin 40.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,40,box_entries,9,count,,,high,FCM produced 9.00 box entries in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,40,shots,3,count,,,high,FCM produced 3.00 shots in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,40,danger_entries,14,count,,,high,FCM produced 14.00 danger entries in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
