match_id,team,player_id,player_name,metric_name,metric_value,metric_unit,interpretation_label,insight_text,dashboard_section,recommended_chart_type,priority_level,confidence_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,minutes_played,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,live_minutes,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,distance_covered_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,max_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477664,V. Lind,avg_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,minutes_played,64.0593,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,live_minutes,33.546,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,distance_covered_m,4381.6684,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,high_speed_distance_m,601.584,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,sprint_distance_m,139.8236,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,max_speed_kmh,30.42,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,avg_speed_kmh,7.8368,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,minutes_played,4.994,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,live_minutes,2.084,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,distance_covered_m,275.2768,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,max_speed_kmh,19.656,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,492474,Lee Han-Beom,avg_speed_kmh,7.9254,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,minutes_played,96.5733,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,live_minutes,48.3013,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,distance_covered_m,8972.946,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,high_speed_distance_m,1748.518,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,sprint_distance_m,330.5076,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,max_speed_kmh,31.932,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,avg_speed_kmh,11.1463,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,minutes_played,83.9793,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,live_minutes,41.9093,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,distance_covered_m,5827.556,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,high_speed_distance_m,743.0108,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,sprint_distance_m,289.492,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,max_speed_kmh,32.472,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,avg_speed_kmh,8.343,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,minutes_played,91.5793,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,live_minutes,46.2173,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,distance_covered_m,6994.5552,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,high_speed_distance_m,929.2624,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,sprint_distance_m,213.7876,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,max_speed_kmh,33.192,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,avg_speed_kmh,9.0803,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,minutes_played,12.594,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,live_minutes,6.392,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,distance_covered_m,1118.6664,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,high_speed_distance_m,162.6344,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,sprint_distance_m,37.2724,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,max_speed_kmh,30.528,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,535944,R. Huescas,avg_speed_kmh,10.5005,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,minutes_played,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,live_minutes,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,distance_covered_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,max_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,536679,P. Bravo,avg_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,minutes_played,73.4193,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,live_minutes,37.8367,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,distance_covered_m,6054.5676,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,high_speed_distance_m,871.5704,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,sprint_distance_m,307.6464,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,max_speed_kmh,32.76,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,avg_speed_kmh,9.6012,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,minutes_played,86.0593,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,live_minutes,43.2493,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,distance_covered_m,6791.66,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,high_speed_distance_m,817.7976,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,sprint_distance_m,258.12,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,max_speed_kmh,32.436,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,avg_speed_kmh,9.4223,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,minutes_played,10.514,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,live_minutes,5.052,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,distance_covered_m,865.32,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,high_speed_distance_m,112.0752,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,sprint_distance_m,6.9424,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,max_speed_kmh,26.604,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,553784,D. Castillo,avg_speed_kmh,10.2769,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,minutes_played,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,live_minutes,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,distance_covered_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,max_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568414,M. Kruger-Johnsen,avg_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,minutes_played,32.514,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,live_minutes,14.7553,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,distance_covered_m,2470.2524,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,high_speed_distance_m,365.4452,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,sprint_distance_m,88.9732,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,max_speed_kmh,31.572,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,568423,V. Byskov,avg_speed_kmh,10.0447,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,minutes_played,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,live_minutes,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,distance_covered_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,max_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,572146,M. Garan'anga,avg_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,minutes_played,23.154,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,live_minutes,10.4647,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,distance_covered_m,1985.4272,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,high_speed_distance_m,361.542,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,sprint_distance_m,64.4864,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,max_speed_kmh,30.888,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590186,V. Froholdt,avg_speed_kmh,11.3836,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,minutes_played,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,live_minutes,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,distance_covered_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,max_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,590187,A. Chiakha,avg_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,minutes_played,9.314,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,live_minutes,4.8507,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,distance_covered_m,813.9356,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,high_speed_distance_m,84.4068,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,sprint_distance_m,1.6892,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,max_speed_kmh,25.416,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,592864,O. Hojer,avg_speed_kmh,10.0678,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,minutes_played,96.5733,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,live_minutes,48.3013,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,distance_covered_m,6938.6756,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,high_speed_distance_m,697.2268,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,sprint_distance_m,202.6184,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,max_speed_kmh,33.264,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,avg_speed_kmh,8.6191,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,minutes_played,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,live_minutes,0,minutes,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,distance_covered_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,high_speed_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,sprint_distance_m,0,meters,tracking-derived,,Player Impact,ranked bar chart,medium,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,max_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,622714,Robert,avg_speed_kmh,0,km/h,tracking-derived,,Player Impact,ranked bar chart,medium,high
