match_id,team,opponent,period,minute_bin,metric_name,metric_value,metric_unit,zone,channel,interpretation_label,insight_text,dashboard_section,recommended_chart_type,priority_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,recoveries,16,count,middle_third,right_channel,high,FCM generated 16.00 recoveries in middle_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,threat,3.1996,index,middle_third,right_channel,moderate,FCM generated 3.20 threat in middle_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,total_actions,133,count,attacking_third,right_channel,high,FCM generated 133.00 total actions in attacking_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,progressive_passes,1,count,attacking_third,right_channel,moderate,FCM generated 1.00 progressive passes in attacking_third/right_channel.,Territory & Control,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,final_third_entries,0,count,attacking_third,right_channel,low,FCM generated 0.00 final third entries in attacking_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,box_entries,41,count,attacking_third,right_channel,high,FCM generated 41.00 box entries in attacking_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,dangerous_losses,0,count,attacking_third,right_channel,low,FCM generated 0.00 dangerous losses in attacking_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,recoveries,16,count,attacking_third,right_channel,high,FCM generated 16.00 recoveries in attacking_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,threat,2.1238,index,attacking_third,right_channel,moderate,FCM generated 2.12 threat in attacking_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,total_actions,43,count,attacking_third,left_channel,high,FCK generated 43.00 total actions in attacking_third/left_channel.,Executive Match Overview,pitch heatmap,medium
